"1306.6013","Sandipan Sengupta","Sandipan Sengupta","Quantum geometry with a nondegenerate vacuum: a toy model","Title changed; Published version","Phys. Rev. D 88, 064016 (2013)","10.1103/PhysRevD.88.064016",,"gr-qc hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Motivated by a recent proposal (by Koslowski-Sahlmann) of a kinematical
representation in Loop Quantum Gravity (LQG) with a nondegenerate vacuum
metric, we construct a polymer quantization of the parametrised massless scalar
field theory on a Minkowskian cylinder. The dif- feomorphism covariant
kinematics is based on states which carry a continuous label corresponding to
smooth embedding geometries, in addition to the discrete embedding and matter
labels. The physical state space, obtained through group averaging procedure,
is nonseparable. A physical state in this theory can be interpreted as a
quantum spacetime, which is composed of discrete strips and supercedes the
classical continuum. We find that the conformal group is broken in the quantum
theory, and consists of all Poincare translations. These features are
remarkably different compared to the case without a smooth embedding. Finally,
we analyse the length operator whose spectrum is shown to be a sum of
contributions from the continuous and discrete embedding geometries, being in
perfect analogy with the spectra of geometrical operators in LQG with a
nondegenerate vacuum geometry.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:00:45 GMT""},{""version"":""v2"",""created"":""Tue, 10 Sep 2013 15:19:54 GMT""}]","2013-09-12"
"1306.6014","Ikaros Bigi","I.I. Bigi","3- and 4-Body Final States in B, D and tau Decays about Features of New
  Dynamics with CPT Invariance or ""Achaeans outside Troy""","14 pages, 3 figures, talk given at FPCP2013, May 19-24, 2013, Buzios
  (Brazil)",,,"UND-HEP-13-BIG03","hep-ph hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The 'landscape' of fundamental dynamics has changed even for the 'known'
matter. The Standard Model has produced at least the leading source of CP
violation (CPV) in B decays; the data have not shown CP asymmetries in $D$
transitions. It needs more data and better technologies to understand the
underlying forces. Probing three- and four-body final states in $B$ & $D$ &
$\tau$ decays with better accuracy is crucial about the existence and the
features of New Dynamics. Theoretical tools produced about MEP will show even
more about HEP in the future. We have to work on the {\em correlations} between
different final states on several CKM levels and the connection between known
matter and Dark Matter in indirect ways. CPT invariance is usable in $D$ and
$\tau$ decays.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:06:56 GMT""},{""version"":""v2"",""created"":""Sat, 20 Jul 2013 19:38:19 GMT""},{""version"":""v3"",""created"":""Thu, 8 Aug 2013 16:35:18 GMT""}]","2013-08-09"
"1306.6015","James J.Y. Zhao","James J.Y. Zhao","Koroljuk's formula for counting lattice paths revisited",,,,,"math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Koroljuk gave a summation formula for counting the number of lattice paths
from $(0,0)$ to $(m,n)$ with $(1,0), (0,1)$-steps in the plane that stay
strictly above the line $y=k(x-d)$, where $k$ and $d$ are positive integers. In
this paper we obtain an explicit formula for the number of lattice paths from
$(a,b)$ to $(m,n)$ above the diagonal $y=kx-r$, where $r$ is a rational number.
Our result slightly generalizes Koroljuk's formula, while the former can be
essentially derived from the latter. However, our proof uses a recurrence with
respect to the starting points, and hereby presents a new approach to
Koroljuk's formula.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:10:15 GMT""}]","2013-06-26"
"1306.6016","N. W. Evans","A. Bowden (Cambridge), N.W. Evans (Cambridge), V. Belokurov
  (Cambridge)","Triaxial Cosmological Haloes and the Disc of Satellites","7 pages, 6 figures, MNRAS, in press. This revised version removes
  erroneous statements on lopsidedness",,"10.1093/mnras/stt1253",,"astro-ph.CO astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We construct simple triaxial generalisations of Navarro-Frenk-White haloes.
The models have elementary gravitational potentials, together with a density
that is cusped like 1/r at small radii and falls off like 1/r^3 at large radii.
The ellipticity varies with radius in a manner that can be tailored to the
user's specification. The closed periodic orbits in the planes perpendicular to
the short and long axes of the model are well-described by epicyclic theory,
and can be used as building blocks for long-lived discs. As an application, we
carry out the simulations of thin discs of satellites in triaxial dark halo
potentials. This is motivated by the recent claims of an extended, thin disc of
satellites around the M31 galaxy with a vertical rms scatter of ~12 kpc and a
radial extent of ~ 300 kpc (Ibata et al. 2013). We show that a thin satellite
disc can persist over cosmological times if and only if it lies in the planes
perpendicular to the long or short axis of a triaxial halo, or in the
equatorial or polar planes of a spheroidal halo. In any other orientation, then
the disc thickness doubles on ~5 Gyr timescales and so must have been born with
an implausibly small vertical scaleheight.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:16:01 GMT""},{""version"":""v2"",""created"":""Tue, 20 Aug 2013 14:10:56 GMT""}]","2015-06-16"
"1306.6017","Federico Librino","Federico Librino and Michele Zorzi","Relaying Strategies for Uplink in Wireless Cellular Networks","30 pages, 10 figures",,,,"cs.NI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we analyze the impact of relays on the uplink performance of
FDMA cellular networks. We focus our analysis on Decode and Forward techniques,
with the aim of measuring the improvements which can be achieved in terms of
throughput and energy saving. We apply a stochastic geometry based approach to
a scenario with inter-cell interference and reuse factor equal to 1. The first
goal of this work is to observe what is the impact of various relay features,
such as transmission power, location and antenna pattern, when a half-duplex
constraint is imposed. The second goal is to determine how much relaying can be
beneficial also for users who are not at the cell edge, and who can therefore
use a direct link towards the base station. We show that if more refined
decoding techniques, such as Successive Interference Cancellation and
Superposition Coding, are properly used, considerable gains can be obtained for
these mobiles as well.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:17:16 GMT""}]","2013-06-26"
"1306.6018","Gerard van der Geer","Fabien Cl\'ery, Gerard van der Geer and Samuel Grushevsky","Siegel modular forms of genus 2 and level 2","46 pages. To appear in International Journal of Mathematics",,,,"math.AG math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study vector-valued Siegel modular forms of genus 2 and level 2. We
describe the structure of certain modules of vector-valued modular forms over
rings of scalar-valued modular forms.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:18:05 GMT""},{""version"":""v2"",""created"":""Fri, 13 Feb 2015 18:25:39 GMT""}]","2015-02-16"
"1306.6019","Stephen G. Naculich","S. Melville, S. G. Naculich, H. J. Schnitzer, and C. D. White","Wilson line approach to gravity in the high energy limit","33 pages, 5 figures","Phys. Rev. D 89, 025009 (2014)","10.1103/PhysRevD.89.025009","BRX-TH-667, BOW-PH-157","hep-th hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We examine the high energy (Regge) limit of gravitational scattering using a
Wilson line approach previously used in the context of non-Abelian gauge
theories. Our aim is to clarify the nature of the Reggeization of the graviton
and the interplay between this Reggeization and the so-called eikonal phase
which determines the spectrum of gravitational bound states. Furthermore, we
discuss finite corrections to this picture. Our results are of relevance to
various supergravity theories, and also help to clarify the relationship
between gauge and gravity theories.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:18:28 GMT""}]","2014-01-22"
"1306.6020","Robert Primmer","Robert Primmer, Carl D'Halluin","Collision and Preimage Resistance of the Centera Content Address","10 pages, 4 figures",,,,"cs.CR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Centera uses cryptographic hash functions as a means of addressing stored
objects, thus creating a new class of data storage referred to as CAS (content
addressed storage). Such hashing serves the useful function of providing a
means of uniquely identifying data and providing a global handle to that data,
referred to as the Content Address or CA. However, such a model begs the
question: how certain can one be that a given CA is indeed unique?
  In this paper we describe fundamental concepts of cryptographic hash
functions, such as collision resistance, pre-image resistance, and
second-preimage resistance. We then map these properties to the MD5 and SHA-256
hash algorithms, which are used to generate the Centera content address.
Finally, we present a proof of the collision resistance of the Centera Content
Address.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:23:16 GMT""}]","2013-06-26"
"1306.6021","Alberto Saa","Gabriela Depetri and Alberto Saa","Chaos in the Kepler problem with quadrupole perturbations","6 pages, 1 figure. Contribution submitted to the volume ""Geometry,
  Mechanics and Dynamics: the Legacy of Jerrold E. Marsden"", Springer (2013)",,"10.1007/978-1-4939-2441-7_5",,"nlin.CD gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We use the Melnikov integral method to prove that the Hamiltonian flow on the
zero-energy manifold for the Kepler problem perturbed by a quadrupole moment is
chaotic, irrespective of the perturbation being of prolate or oblate type. This
result helps to elucidate some recent conflicting works in the physical
literature based on numerical simulations.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:23:28 GMT""}]","2018-04-03"
"1306.6022","Jan L\""ucker","Christian S. Fischer, Leonard Fister, Jan Luecker, Jan M. Pawlowski","Polyakov loop potential at finite density","5 pages, 9 figures",,"10.1016/j.physletb.2014.03.057",,"hep-ph hep-lat nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Polyakov loop potential serves to distinguish between the confined
hadronic and the deconfined quark-gluon plasma phases of QCD. For Nf=2+1 quark
flavors with physical masses we determine the Polyakov loop potential at finite
temperature and density and extract the location of the deconfinement
transition. We find a cross-over at small values of the chemical potential
running into a critical end-point at mu/T > 1.
","[{""version"":""v1"",""created"":""Tue, 25 Jun 2013 16:31:41 GMT""}]","2015-06-16"
